gem_id,name,source,publisher,size_kb,language,lines_count,function_description,category,priority_stars,source_url,installation_status,notes
GEM_113,Azure ML Services,Azure/azure-quickstart-templates,Microsoft,8304,ARM,mixed,Azure ML templates,full_module,⭐⭐⭐,https://github.com/Azure/azure-quickstart-templates,reference,Cross-cloud ML patterns
GEM_131,Terraform pattern-2,GoogleCloudPlatform/professional-services,Google,28,HCL,mixed,Infrastructure as Code,config_file,⭐⭐⭐⭐,https://github.com/GoogleCloudPlatform/professional-services,pending,IaC patterns
GEM_132,Terraform pattern-1,GoogleCloudPlatform/professional-services,Google,44,HCL,mixed,Infrastructure as Code,config_file,⭐⭐⭐⭐,https://github.com/GoogleCloudPlatform/professional-services,pending,IaC patterns
GEM_133,Terraform iam-deny,GoogleCloudPlatform/professional-services,Google,76,HCL,mixed,Infrastructure as Code,config_file,⭐⭐⭐⭐,https://github.com/GoogleCloudPlatform/professional-services,pending,IaC patterns
GEM_115,Bigdata Generator,GoogleCloudPlatform/professional-services,Google,880,Python,mixed,Generate massive datasets for stress testing,full_module,⭐⭐⭐⭐,https://github.com/GoogleCloudPlatform/professional-services,pending,Scalability testing
GEM_116,GCS to BigQuery,GoogleCloudPlatform/professional-services,Google,600,Python,mixed,Serverless GCS→BQ ingestion,full_module,⭐⭐⭐⭐,https://github.com/GoogleCloudPlatform/professional-services,pending,Ingestion pattern
GEM_117,Secret Manager Helper,GoogleCloudPlatform/professional-services,Google,132,Python,mixed,Secret management utilities,full_module,⭐⭐⭐⭐,https://github.com/GoogleCloudPlatform/professional-services,pending,Security utilities
GEM_136,OpenITI new_books,OpenITI/openiti,OpenITI,56524,Python,mixed,OpenITI new_books processing,full_module,⭐⭐⭐,https://github.com/OpenITI/openiti,reference,Islamic text utilities
GEM_142,OpenITI release,OpenITI/openiti,OpenITI,16,Python,mixed,OpenITI release processing,full_module,⭐⭐⭐,https://github.com/OpenITI/openiti,reference,Islamic text utilities
GEM_147,OpenITI instantiations,OpenITI/openiti,OpenITI,24,Python,mixed,OpenITI instantiations processing,full_module,⭐⭐⭐,https://github.com/OpenITI/openiti,reference,Islamic text utilities
GEM_121,Europeana API Gateway,europeana/api-gateway,Europeana,11824,Java,mixed,Cultural heritage API design,full_module,⭐⭐⭐,https://github.com/europeana/api-gateway,reference,Heritage API patterns
GEM_141,PH: clustering-with-scikit-learn-in-python,programminghistorian,Programming Historian,76,Markdown,785,DH tutorial,documentation,⭐⭐⭐⭐,https://programminghistorian.org/,reference,Practical ML/NLP tutorial
GEM_142,PH: creating-apis-with-python-and-flask,programminghistorian,Programming Historian,52,Markdown,724,DH tutorial,documentation,⭐⭐⭐⭐,https://programminghistorian.org/,reference,Practical ML/NLP tutorial
GEM_143,PH: analyzing-multilingual-text-nltk-spacy-stanza,programminghistorian,Programming Historian,64,Markdown,943,DH tutorial,documentation,⭐⭐⭐⭐,https://programminghistorian.org/,reference,Practical ML/NLP tutorial
GEM_144,PH: facial-recognition-ai-python,programminghistorian,Programming Historian,56,Markdown,485,DH tutorial,documentation,⭐⭐⭐⭐,https://programminghistorian.org/,reference,Practical ML/NLP tutorial
GEM_134,BQ Row Access Groups,GoogleCloudPlatform/professional-services,Google,56,SQL,mixed,Row-level security in BigQuery,full_module,⭐⭐⭐⭐,https://github.com/GoogleCloudPlatform/professional-services,pending,Data access control
GEM_135,BQ Table Access Analysis,GoogleCloudPlatform/professional-services,Google,14780,Python,mixed,Analyze table usage patterns,full_module,⭐⭐⭐⭐,https://github.com/GoogleCloudPlatform/professional-services,pending,Optimization insights
GEM_136,GenAI Product Catalog Enrichment,GoogleCloudPlatform/professional-services,Google,5968,Python,mixed,Use GenAI to enrich catalog data,full_module,⭐⭐⭐⭐⭐,https://github.com/GoogleCloudPlatform/professional-services,pending,CRITICAL: Similar to our enrichment goal!
GEM_137,Gemini CLI Health Dashboard,GoogleCloudPlatform/professional-services,Google,284,Python,mixed,Monitor Gemini API usage and health,full_module,⭐⭐⭐⭐⭐,https://github.com/GoogleCloudPlatform/professional-services,pending,CRITICAL: Gemini monitoring!
GEM_138,OpenITI Conversion Scripts,OpenITI/OpenITI.github.io,OpenITI,101164,Python,mixed,Convert between text formats,full_module,⭐⭐⭐,https://openiti.org/,reference,Format conversion
GEM_139,ZetaSQL Helper,GoogleCloudPlatform/professional-services,Google,8,Python,mixed,SQL parsing and validation,full_module,⭐⭐⭐⭐,https://github.com/GoogleCloudPlatform/professional-services,pending,SQL quality control
GEM_140,CUDS Prioritized Attribution,GoogleCloudPlatform/professional-services,Google,1704,Python,mixed,Committed use discounts tracking,full_module,⭐⭐⭐⭐,https://github.com/GoogleCloudPlatform/professional-services,pending,Cost optimization
